2025-05-07 19:21:34,733 - INFO - Loaded 6078 genes from reference/gene_mapping_full.tsv
2025-05-07 19:21:34,872 - INFO - Loaded 6078 genes, 6078 have chromosome IDs
2025-05-07 19:21:34,873 - INFO - Mapped genes to 36 scaffolds/chromosomes
2025-05-07 19:21:34,873 - INFO - Identified 6078 ergosterol pathway genes
2025-05-07 19:21:34,963 - INFO - Mapped 8 out of 27 variants to genes
2025-05-07 19:21:34,963 - INFO - Found 8 variants in ergosterol pathway genes
2025-05-07 19:21:34,995 - INFO - Mapped 77 out of 387 variants to genes
2025-05-07 19:21:34,995 - INFO - Found 77 variants in ergosterol pathway genes
2025-05-07 19:21:35,054 - INFO - Mapped 6 out of 20 variants to genes
2025-05-07 19:21:35,054 - INFO - Found 6 variants in ergosterol pathway genes
2025-05-07 19:21:35,086 - INFO - Mapped 77 out of 387 variants to genes
2025-05-07 19:21:35,086 - INFO - Found 77 variants in ergosterol pathway genes
2025-05-07 19:21:35,156 - INFO - Mapped 6 out of 27 variants to genes
2025-05-07 19:21:35,156 - INFO - Found 6 variants in ergosterol pathway genes
2025-05-07 19:21:35,188 - INFO - Mapped 77 out of 387 variants to genes
2025-05-07 19:21:35,188 - INFO - Found 77 variants in ergosterol pathway genes
2025-05-07 19:21:35,244 - INFO - Mapped 15 out of 38 variants to genes
2025-05-07 19:21:35,244 - INFO - Found 15 variants in ergosterol pathway genes
2025-05-07 19:21:35,274 - INFO - Mapped 77 out of 387 variants to genes
2025-05-07 19:21:35,275 - INFO - Found 77 variants in ergosterol pathway genes
2025-05-07 19:21:35,334 - INFO - Mapped 6 out of 27 variants to genes
2025-05-07 19:21:35,334 - INFO - Found 6 variants in ergosterol pathway genes
2025-05-07 19:21:35,378 - INFO - Mapped 80 out of 389 variants to genes
2025-05-07 19:21:35,378 - INFO - Found 80 variants in ergosterol pathway genes
2025-05-07 19:21:35,462 - INFO - Mapped 15 out of 38 variants to genes
2025-05-07 19:21:35,462 - INFO - Found 15 variants in ergosterol pathway genes
2025-05-07 19:21:35,503 - INFO - Mapped 82 out of 398 variants to genes
2025-05-07 19:21:35,503 - INFO - Found 82 variants in ergosterol pathway genes
2025-05-07 19:21:38,103 - DEBUG - Loaded backend macosx version unknown.
2025-05-07 19:21:38,222 - DEBUG - findfont: Matching sans\-serif:style=normal:variant=normal:weight=normal:stretch=normal:size=12.0.
2025-05-07 19:21:38,222 - DEBUG - findfont: score(FontEntry(fname='/Users/zakiralibhai/Documents/GitHub/Yeast_MSA/venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/STIXGeneralBol.ttf', name='STIXGeneral', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
2025-05-07 19:21:38,222 - DEBUG - findfont: score(FontEntry(fname='/Users/zakiralibhai/Documents/GitHub/Yeast_MSA/venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/STIXSizFourSymReg.ttf', name='STIXSizeFourSym', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2025-05-07 19:21:38,222 - DEBUG - findfont: score(FontEntry(fname='/Users/zakiralibhai/Documents/GitHub/Yeast_MSA/venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSans-Bold.ttf', name='DejaVu Sans', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 0.33499999999999996
2025-05-07 19:21:38,222 - DEBUG - findfont: score(FontEntry(fname='/Users/zakiralibhai/Documents/GitHub/Yeast_MSA/venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSerif-BoldItalic.ttf', name='DejaVu Serif', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
2025-05-07 19:21:38,222 - DEBUG - findfont: score(FontEntry(fname='/Users/zakiralibhai/Documents/GitHub/Yeast_MSA/venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/cmss10.ttf', name='cmss10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2025-05-07 19:21:38,222 - DEBUG - findfont: score(FontEntry(fname='/Users/zakiralibhai/Documents/GitHub/Yeast_MSA/venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSansMono-Oblique.ttf', name='DejaVu Sans Mono', style='oblique', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
2025-05-07 19:21:38,222 - DEBUG - findfont: score(FontEntry(fname='/Users/zakiralibhai/Documents/GitHub/Yeast_MSA/venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/cmtt10.ttf', name='cmtt10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2025-05-07 19:21:38,222 - DEBUG - findfont: score(FontEntry(fname='/Users/zakiralibhai/Documents/GitHub/Yeast_MSA/venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSansMono-Bold.ttf', name='DejaVu Sans Mono', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
2025-05-07 19:21:38,222 - DEBUG - findfont: score(FontEntry(fname='/Users/zakiralibhai/Documents/GitHub/Yeast_MSA/venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSerifDisplay.ttf', name='DejaVu Serif Display', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2025-05-07 19:21:38,222 - DEBUG - findfont: score(FontEntry(fname='/Users/zakiralibhai/Documents/GitHub/Yeast_MSA/venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSerif.ttf', name='DejaVu Serif', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2025-05-07 19:21:38,222 - DEBUG - findfont: score(FontEntry(fname='/Users/zakiralibhai/Documents/GitHub/Yeast_MSA/venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSansMono.ttf', name='DejaVu Sans Mono', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
